order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,customer_zip_code_prefix,seller_zip_code_prefix,seller_geolocation_lat,seller_geolocation_lng,customer_geolocation_lat,customer_geolocation_lng,order_delivered_customer_date_delay
0a308be0b454b3664e06318c9bd6a5be,3,68d9c8a95d2b7cb57efe9e1e929bdd6a,c458e2045a8aa8964f8879af03fdcce6,2017-03-12 22:25:09,39.99,24.84,68914b86fecc505772fc79427f0cbb29,delivered,2017-02-28 22:12:55,2017-02-28 22:25:09,2017-03-02 10:35:13,2017-03-16 13:42:06,100.0,16.0,2.0,11.0,fixed_telephony,68926,9572,-23.642441270973308,-46.56083126678535,-0.0551374198069465,-51.15910937294821,15.645266203703704
0a308be0b454b3664e06318c9bd6a5be,4,68d9c8a95d2b7cb57efe9e1e929bdd6a,c458e2045a8aa8964f8879af03fdcce6,2017-03-12 22:25:09,39.99,24.84,68914b86fecc505772fc79427f0cbb29,delivered,2017-02-28 22:12:55,2017-02-28 22:25:09,2017-03-02 10:35:13,2017-03-16 13:42:06,100.0,16.0,2.0,11.0,fixed_telephony,68926,9572,-23.642441270973308,-46.56083126678535,-0.0551374198069465,-51.15910937294821,15.645266203703704
0a308be0b454b3664e06318c9bd6a5be,5,68d9c8a95d2b7cb57efe9e1e929bdd6a,c458e2045a8aa8964f8879af03fdcce6,2017-03-12 22:25:09,39.99,24.84,68914b86fecc505772fc79427f0cbb29,delivered,2017-02-28 22:12:55,2017-02-28 22:25:09,2017-03-02 10:35:13,2017-03-16 13:42:06,100.0,16.0,2.0,11.0,fixed_telephony,68926,9572,-23.642441270973308,-46.56083126678535,-0.0551374198069465,-51.15910937294821,15.645266203703704
0b372cdcdd4134fc5f7695426339ce84,1,4fe644d766c7566dbc46fb851363cb3b,c31eff8334d6b3047ed34bebd4d62c36,2018-07-05 22:27:36,99.99,57.47,cfeea068ddb39d98dc66cd1804936dbe,delivered,2018-06-26 22:00:12,2018-06-26 22:27:36,2018-06-28 14:15:00,2018-07-13 10:32:57,1700.0,65.0,6.0,50.0,art,68909,13322,-23.19290374910452,-47.27530969607761,0.0821585884471276,-51.058755898440495,16.522743055555555
0dfc5762a0ff5c737811e18023883a86,1,22c5ddc22ea8cae84fc9917def682dc6,cc419e0650a3c5ba77189a1882b7556a,2017-05-15 08:45:23,56.99,20.85,02735ed0fa102eb7d85ff54982e7905a,delivered,2017-05-04 08:38:54,2017-05-04 08:45:23,2017-05-05 11:27:56,2017-05-17 10:27:32,350.0,25.0,15.0,15.0,perfumery,78005,9015,-23.659363636440848,-46.52318334052176,-15.592378789994097,-56.093282626575146,13.075439814814814
0f070c89e1bd81ad150167f1c656a49b,1,78f0b865be4544337ce887646fb06de4,1da3aeb70d7989d1e6d9b0e887f97c23,2017-11-30 20:31:39,49.99,21.15,24c62f7eb78d839d81364907596e4e94,delivered,2017-11-24 16:30:49,2017-11-24 20:32:31,2017-11-27 23:38:53,2017-12-19 17:41:48,200.0,20.0,20.0,20.0,health_beauty,68903,4265,-23.58735360067015,-46.61525833895386,-0.0007243959569814,-51.08418358862895,25.049293981481483
0f7aa32fdabc5a9e10d0e9da37110525,1,f1c7f353075ce59d8a6f3cf58f419c9c,37be5a7c751166fbc5f8ccba4119e043,2017-08-18 03:16:08,200.0,32.84,7ca7b507bcd23c39aad8c8b60041567b,delivered,2017-08-08 11:27:03,2017-08-10 03:16:08,2017-08-11 17:04:19,2017-08-25 19:33:58,9750.0,35.0,12.0,30.0,bed_bath_table,68907,4248,-23.6127344506858,-46.5981341831308,0.0761966299693335,-51.04707618506419,17.338136574074074
10710544d8adf2b743de71711a372fa2,1,4bb4fb9c85785b75ab4f6559900c7ca1,ef506c96320abeedfb894c34db06f478,2017-03-08 03:50:27,37.99,14.52,e67be5e91fbbe07d43b7ae7263ef8b3c,delivered,2017-02-24 15:13:35,2017-03-02 03:50:27,2017-03-03 11:35:52,2017-03-28 13:43:04,150.0,19.0,4.0,20.0,telephony,88317,3569,-23.54315015689484,-46.49010130952279,-26.88923985301544,-48.7386808384952,31.937141203703703
12222b95d3464440506ffeede2239765,1,e70b02b0b99965f2ff4341de50a35c5d,09f952a5f58d2285b0372551ae8f9b01,2018-05-11 15:51:11,207.0,43.51,3dcab09df0adbfd87b7b49acae4d0a38,delivered,2018-05-08 15:43:43,2018-05-08 15:51:41,2018-05-09 11:17:00,2018-06-07 21:05:17,4850.0,30.0,30.0,20.0,furniture_decor,68682,9725,-23.7063160180378,-46.556956230405845,-2.584963132258858,-49.12518472623518,30.223310185185184
1227f9af3b2ddb0b95060aab8e5b3dc7,1,b59b5899ecf4bcc294a72fdd48adaa94,562fc2f2c2863ab7e79a9e4388a58a14,2018-05-16 15:11:25,29.99,17.06,53c9811a9eed9e84d267b8a929840882,delivered,2018-05-10 14:48:29,2018-05-10 15:11:25,2018-05-10 14:00:00,2018-05-18 16:21:53,225.0,17.0,6.0,13.0,telephony,78043,13070,-22.89205755456594,-47.08244278411783,-15.585559682836344,-56.1077320188563,8.064861111111112
14c9f30dcfd7bff68d5663ce8626cc19,1,1444bc50e2165224458beb85d5542beb,94144541854e298c2d976cb893b81343,2017-07-11 17:16:02,259.9,32.49,c5a2778a8dbd64d32e3d0ee4995539a0,delivered,2017-07-04 19:23:29,2017-07-05 17:37:54,2017-07-06 10:28:51,2017-07-21 15:22:52,300.0,20.0,5.0,20.0,health_beauty,68928,94451,-30.077760743041143,-51.05330632286344,-0.0254688773233132,-51.17420055617658,16.832905092592593
183e1cca7e6e1aa97b65598a1b2fe6ea,1,ce582a7aa032280b20a5f169195202e7,d98eec89afa3380e14463da2aabaea72,2018-03-22 03:25:08,39.99,17.06,c360bd993e7f4afc779462c4dae4e2e7,delivered,2018-03-14 23:49:32,2018-03-16 03:25:08,2018-03-17 01:58:33,2018-03-27 02:17:03,150.0,16.0,5.0,16.0,baby,32653,90010,-30.033212764480137,-51.23143789959834,-19.951959500600232,-44.17159538425437,12.102442129629631
1908ed707b93dea3b6f1cf86ec20f1f1,1,f1a052d6459a75dae281e66827d6df8b,c8b0e2b0a7095e5d8219575d5e7e1181,2018-04-25 09:35:21,269.99,18.8,7099bc9e000fed5fe3cace34788e7714,delivered,2018-04-19 09:25:31,2018-04-19 09:35:21,2018-04-19 21:12:09,2018-04-23 19:34:44,2950.0,28.0,5.0,30.0,auto,18320,8598,-23.466988487507592,-46.32528745224138,-24.5103902774688,-48.84405829786659,4.423067129629629
1b4f6e77a7bfc8aaecb66219bac6b9eb,1,4fe644d766c7566dbc46fb851363cb3b,c31eff8334d6b3047ed34bebd4d62c36,2018-07-26 21:31:28,99.99,42.98,fb5c13a43eab0c123ae49f226709b74a,delivered,2018-07-16 22:59:19,2018-07-17 21:35:15,2018-07-20 14:43:00,2018-08-07 16:26:38,1700.0,65.0,6.0,50.0,art,68447,13322,-23.19290374910452,-47.27530969607761,7.271649375032848,-40.315884016386505,21.727303240740742
1beaf0622df76c7b2b3be0746722f381,1,fb310009e56c0ab32657c9c674bd402c,058fd0aa2bfdb2274e05e1ae971dabb6,2018-04-06 08:48:53,72.0,7.39,24099e5fbb7f1218d905043eec4c5b8b,delivered,2018-04-02 08:02:16,2018-04-02 08:48:53,2018-04-03 22:04:39,2018-04-04 14:27:27,325.0,21.0,14.0,15.0,perfumery,9015,9020,-23.66182986287071,-46.526935182825184,-23.659363636440848,-46.52318334052176,2.267488425925926
1d8c5225cf536be1cf53c5bb8d456e7a,1,57f2bc497c1a3ebe41ba7a06d78ed159,6560211a19b47992c3666cc44a7e94c0,2018-07-27 14:44:30,55.0,18.49,4c03abcc993988fac51de1039b15a71e,delivered,2018-07-25 14:31:01,2018-07-25 14:44:30,2018-07-26 10:02:00,2018-07-31 12:24:41,250.0,16.0,2.0,20.0,watches_gifts,35502,5849,-23.65236617784017,-46.75575337195746,-20.129694827268008,-44.89107243262476,5.912268518518519
1da98926fa18dc5eb9045bb6c5a1e8cf,1,f76a9967d2129cda56d7b3be6cb5c9cf,ea8482cd71df3c1969d7b9473ff13abc,2018-01-18 01:01:14,39.9,21.15,fd3ed16e8a4cacb3738e83046d328ba2,delivered,2018-01-13 00:42:29,2018-01-13 01:01:14,2018-01-17 23:04:09,2018-01-31 18:22:24,183.0,17.0,4.0,12.0,telephony,68900,4160,-23.62547545562188,-46.61200044104113,0.0356664668607039,-51.06310281589391,18.73605324074074
1dc23ddb9b0da103fa2b711855d60c76,1,883e57b1f0fab96202d9e39efbe3b671,80e6699fe29150b372a0c8a1ebf7dcc8,2017-05-09 11:10:18,119.9,37.8,feaad759d81ebdfbb1bb6d805eac5da1,delivered,2017-05-02 03:31:23,2017-05-03 11:10:18,2017-05-03 13:17:24,2017-05-19 11:11:51,5600.0,80.0,10.0,25.0,auto,65760,83323,-25.437225932288545,-49.19396558589781,-5.293304861195717,-44.49150526122288,17.31976851851852
2027c60e9786b0dbc84f5849a80976d8,1,fbb72ae209733219a1a5019715b15472,903037660cf848a717166eb7a06d616e,2018-08-22 03:30:39,99.99,11.72,b617d81bff5cdb906d76f973194cb785,delivered,2018-08-13 17:23:09,2018-08-15 03:30:58,2018-08-17 15:05:00,2018-08-21 14:35:46,1300.0,22.0,22.0,22.0,construction_tools_lights,5734,5734,-23.62569896288816,-46.74346812072216,-23.62569896288816,-46.74346812072216,7.883761574074074
2027c60e9786b0dbc84f5849a80976d8,2,fbb72ae209733219a1a5019715b15472,903037660cf848a717166eb7a06d616e,2018-08-22 03:30:39,99.99,11.72,b617d81bff5cdb906d76f973194cb785,delivered,2018-08-13 17:23:09,2018-08-15 03:30:58,2018-08-17 15:05:00,2018-08-21 14:35:46,1300.0,22.0,22.0,22.0,construction_tools_lights,5734,5734,-23.62569896288816,-46.74346812072216,-23.62569896288816,-46.74346812072216,7.883761574074074
203f106e5b8bad1587426f019709014a,1,473795a355d29305c3ea6b156833adf5,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-07 16:45:40,59.9,17.85,6d32e15ee697f3a2ab5f26b82ff8ed0d,delivered,2017-02-03 16:45:40,2017-02-03 17:01:52,2017-02-07 08:55:41,2017-02-20 16:58:50,100.0,20.0,20.0,20.0,perfumery,94410,25645,-22.54079651100627,-43.20123507158808,-30.08355139038262,-51.0218050150084,17.009143518518517
203f106e5b8bad1587426f019709014a,2,473795a355d29305c3ea6b156833adf5,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-07 16:45:40,59.9,17.85,6d32e15ee697f3a2ab5f26b82ff8ed0d,delivered,2017-02-03 16:45:40,2017-02-03 17:01:52,2017-02-07 08:55:41,2017-02-20 16:58:50,100.0,20.0,20.0,20.0,perfumery,94410,25645,-22.54079651100627,-43.20123507158808,-30.08355139038262,-51.0218050150084,17.009143518518517
20ed2a2a62a766cbb3f2636a85ce3eab,1,2fea0f2cec6b6324a277d4a61c2ed2c6,beadbee30901a7f61d031b6b686095ad,2018-07-20 13:30:23,86.0,18.7,ee4924a569bd574dd0b2d9b86fa0e773,delivered,2018-07-10 13:20:06,2018-07-10 13:30:23,2018-08-01 13:51:00,2018-08-07 19:55:45,100.0,11.0,11.0,11.0,health_beauty,89202,7097,-23.4456553822526,-46.54152485277399,-26.3127561071531,-48.84347797968867,28.274756944444444
2180c97a87cb56e53fff589f28985825,1,c62b9187381d86ae031b0bac9ead4b3d,1025f0e2d44d7041d6cf58b6550e0bfa,2018-01-26 09:32:59,359.7,17.27,50ccf61ea77c231ba7bf387ab5dbae8c,delivered,2018-01-20 09:20:33,2018-01-20 09:32:59,2018-01-30 17:28:34,2018-03-01 12:22:59,12600.0,35.0,45.0,35.0,furniture_decor,28333,3204,-23.59549859480055,-46.55972696351707,-12.602148394234604,-37.00085386979229,40.12668981481482
259e9a3ad6d4f56fd550257b47ed152b,1,750a49a83f6ad13ccdf4a761309483f2,4a3ca9315b744ce9f8e9374361493884,2017-09-12 04:35:57,89.9,34.43,0f35754e1b342fa944b0028c2dddab5d,delivered,2017-09-02 19:28:03,2017-09-05 04:35:57,2017-09-09 13:23:11,2017-09-22 16:23:35,2050.0,45.0,15.0,35.0,bed_bath_table,68907,14940,-21.75732063771276,-48.82974353343716,0.0761966299693335,-51.04707618506419,19.871898148148148
259e9a3ad6d4f56fd550257b47ed152b,2,750a49a83f6ad13ccdf4a761309483f2,4a3ca9315b744ce9f8e9374361493884,2017-09-12 04:35:57,89.9,34.43,0f35754e1b342fa944b0028c2dddab5d,delivered,2017-09-02 19:28:03,2017-09-05 04:35:57,2017-09-09 13:23:11,2017-09-22 16:23:35,2050.0,45.0,15.0,35.0,bed_bath_table,68907,14940,-21.75732063771276,-48.82974353343716,0.0761966299693335,-51.04707618506419,19.871898148148148
259e9a3ad6d4f56fd550257b47ed152b,3,750a49a83f6ad13ccdf4a761309483f2,4a3ca9315b744ce9f8e9374361493884,2017-09-12 04:35:57,89.9,34.43,0f35754e1b342fa944b0028c2dddab5d,delivered,2017-09-02 19:28:03,2017-09-05 04:35:57,2017-09-09 13:23:11,2017-09-22 16:23:35,2050.0,45.0,15.0,35.0,bed_bath_table,68907,14940,-21.75732063771276,-48.82974353343716,0.0761966299693335,-51.04707618506419,19.871898148148148
26091f048710af6fa1c6d4f39d4897a5,1,21c00997a28e1efcdd07c8a67f26d4ce,ceaec5548eefc6e23e6607c5435102e7,2018-04-05 10:08:40,239.0,24.17,84f28ac55d936946d201442e1a1e9058,delivered,2018-03-25 14:24:34,2018-03-26 10:09:09,2018-03-29 16:26:33,2018-05-09 21:43:50,8150.0,45.0,24.0,39.0,cool_stuff,68927,3821,-23.49450896066173,-46.50334289873976,-0.0445922803661506,-51.16346318528125,45.305046296296304
270405232941d7da4e2b02fb8580f571,1,962a6951154f98f2c8e9a5b8b2bcf4a9,1025f0e2d44d7041d6cf58b6550e0bfa,2018-07-12 16:11:24,75.0,44.45,95d1f99786856f94ec5bcd00146d0e06,delivered,2018-07-06 16:02:38,2018-07-06 16:11:24,2018-07-11 14:28:00,2018-08-02 19:11:44,2550.0,30.0,35.0,30.0,furniture_decor,68900,3204,-23.59549859480055,-46.55972696351707,0.0356664668607039,-51.06310281589391,27.131319444444443
28cc666d3c85564ac6854085a36582fb,1,98d893a81a1845b6f278f33eee0a4f36,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-03-01 02:35:46,77.0,7.79,9bad93b17d6f93ac3ec4f63c2fc3b7dc,delivered,2018-02-23 13:08:12,2018-02-24 02:35:46,2018-02-28 19:05:03,2018-03-01 21:05:04,1000.0,33.0,6.0,22.0,books_imported,4272,1257,-23.54360983905432,-46.687838575110746,-23.60537881954436,-46.61387919950284,6.3311574074074075
2996e4479715a9de3500ce7837eefde4,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-08 21:10:38,209.9,39.02,f0e1d545436cc1cdebe8ddda010d8f01,delivered,2018-02-03 20:50:09,2018-02-03 21:10:38,2018-02-07 20:54:20,2018-02-27 13:05:40,342.0,18.0,13.0,15.0,watches_gifts,68900,14840,-21.36350170979939,-48.22960077888057,0.0356664668607039,-51.06310281589391,23.677442129629632
2a4a59ba2f6ffd2ab64d38122a957cba,1,b17a6664cea6ac6c23ff388f5a67c973,7040e82f899a04d1b434b795a43b4617,2018-05-18 10:55:24,24.9,8.29,07660608cde07538da3a7ff7a838af11,delivered,2018-05-15 10:12:10,2018-05-15 10:55:24,2018-05-15 15:19:00,2018-05-16 19:18:48,333.0,29.0,6.0,17.0,health_beauty,3062,1026,-23.539657127270942,-46.6318842127058,-23.54108430841194,-46.58942940175682,1.3796064814814817
2b233b3b91f2164ae046d169a3d975ee,1,b35ce9c1e37f5b0f4134da0fe4c93b84,dd2bdf855a9172734fbc3744021ae9b9,2017-03-09 01:32:48,69.9,26.75,de321c0e4deafe175d021b9d9b257c40,delivered,2017-03-03 23:50:26,2017-03-04 01:32:48,2017-03-07 08:44:15,2017-03-21 02:35:56,1200.0,20.0,16.0,20.0,bed_bath_table,68820,31255,-19.86949505446246,-43.9509439543507,-1.68131502084473,-49.55046882975536,17.114930555555556
2b4525a187e754cd2c55f847056c76a9,1,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,2018-01-03 04:12:28,108.0,27.61,1610c3067030b9cb7ded18bb06f49057,delivered,2017-12-25 13:45:13,2017-12-27 04:12:28,2017-12-28 19:45:53,2018-01-24 15:52:38,1000.0,53.0,8.0,18.0,watches_gifts,68903,21840,-22.868363814263653,-43.46923216795061,-0.0007243959569814,-51.08418358862895,30.088483796296295
2ba2becdde8cc656098cdc16496a90c6,1,85c39c98aac0283cda6c5e6721749c8b,02dcd3e8e25bee036e32512bcf175493,2018-03-01 02:30:55,75.0,16.29,a90e9e085253a28c9206dc0580944a06,delivered,2018-02-21 20:55:23,2018-02-23 02:31:04,2018-02-24 01:18:37,2018-04-13 21:54:28,550.0,20.0,20.0,20.0,stationery,28333,32310,-19.938768933234908,-44.03834169825095,-12.602148394234604,-37.00085386979229,51.04103009259259
2ca1528ba222dcef1b182632376e53a0,1,a04087ab6a96ffa041f8a2701a72b616,53243585a1d6dc2643021fd1853d8905,2018-01-15 01:34:42,599.0,91.68,44d89c65f6578eb86f1db3cefdbdf9e6,delivered,2018-01-09 00:33:27,2018-01-09 01:34:42,2018-01-10 20:15:04,2018-01-24 20:18:10,13700.0,27.0,50.0,53.0,computers,68682,42738,-12.893166748087063,-38.33787462509412,-2.584963132258858,-49.12518472623518,15.822719907407407
2d5300bba84cf82131127fb8661c095a,1,e3dd336775af78a83fc27ed85f0f15da,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-06-07 16:16:34,439.65,20.96,016b15d60fe523cbfb8bda340e0cd769,delivered,2018-05-30 16:00:47,2018-05-30 16:16:34,2018-06-01 14:00:00,2018-06-05 11:41:17,300.0,20.0,9.0,15.0,health_beauty,4564,25957,-22.431184122826373,-42.9702210850494,-23.613023583846296,-46.68482314602869,5.819791666666667
3018245b4917c2d6e6ad5deb7a5cc600,1,d12ad7f92749db41296a64e02c0bd5c8,8b321bb669392f5163d04c59e235e066,2018-03-08 16:55:55,12.95,16.79,4671612422311f6cb6500de36abbce07,delivered,2018-03-04 16:45:30,2018-03-04 16:55:55,2018-03-06 00:41:29,2018-03-16 23:04:58,190.0,22.0,12.0,16.0,electronics,45027,1212,-23.538268511790665,-46.63942263256764,-14.8771572341473,-40.844557892105456,12.263518518518518
30b0ea32347476f4b427daf62e09a5bb,1,b52e7c92200ed9874e77bc09b5ed4d40,c731d18cea9bf687ffee82a241c25b11,2017-08-17 19:30:17,174.0,39.06,9d9cfbce48737214f23bf294daf3c6f7,delivered,2017-08-12 19:20:39,2017-08-12 19:30:17,2017-08-14 18:26:28,2017-08-17 18:28:10,7600.0,55.0,15.0,55.0,la_cuisine,9371,89701,-27.21992557329001,-52.02327989668862,-23.669872959824414,-46.47621306270232,4.96355324074074
30b7a7da48765c0f01627fe593e88358,1,fd220f6fd5a3f13ef9db07428f9c935d,a3a38f4affed601eb87a97788c949667,2017-05-29 08:22:48,79.9,17.0,cf8f5aa07d29c71ffbfeb95f3ac3f39e,delivered,2017-05-22 18:18:09,2017-05-23 08:22:48,2017-05-24 07:56:17,2017-05-31 14:24:45,280.0,17.0,6.0,11.0,baby,79005,89204,-26.287306620648224,-48.85180158925039,-20.47289510099868,-54.625700499783306,8.837916666666667
30eee244a7d32cac1de9617e4b9ae312,1,8983a3b149303c013fceabef902e835a,9f505651f4a6abe901a56cdc21508025,2018-08-20 08:35:18,99.0,23.41,0e87f7e6262f9b3ad93cb19a32bd4a1f,delivered,2018-08-16 08:17:15,2018-08-16 08:35:18,2018-08-16 14:03:00,2018-08-30 21:32:40,450.0,16.0,3.0,15.0,computers_accessories,68900,4102,-23.589847401363592,-46.632613806421325,0.0356664668607039,-51.06310281589391,14.552372685185185
31e919190f59dd6dde547000ab20a612,1,88dd63919fc9ab693803578a04a20209,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-08-10 06:43:35,34.99,25.63,f6e64070970103cd567436eb89a2ea55,delivered,2017-08-05 18:24:31,2017-08-06 06:43:35,2017-08-08 18:07:02,2017-08-23 18:53:45,217.0,16.0,14.0,14.0,computers_accessories,63011,4403,-23.670543920073367,-46.66105567584753,-7.198652319088752,-39.31943287260665,18.020300925925927
31e919190f59dd6dde547000ab20a612,2,88dd63919fc9ab693803578a04a20209,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-08-10 06:43:35,34.99,25.63,f6e64070970103cd567436eb89a2ea55,delivered,2017-08-05 18:24:31,2017-08-06 06:43:35,2017-08-08 18:07:02,2017-08-23 18:53:45,217.0,16.0,14.0,14.0,computers_accessories,63011,4403,-23.670543920073367,-46.66105567584753,-7.198652319088752,-39.31943287260665,18.020300925925927
32be8f17cc988f8a0a52deaa64576dc2,1,9365637689c1c805da9e3296f43bf4b7,7d76b645482be4a332374e8223836592,2017-09-13 18:05:12,19.9,7.78,8547b99982b4f351a1ad78a61be2e44a,delivered,2017-09-06 17:55:36,2017-09-06 18:05:12,2017-09-08 15:50:01,2017-09-11 20:04:03,100.0,18.0,6.0,11.0,telephony,7867,1511,-23.561456812728604,-46.63294793571508,-23.31473870066156,-46.77655867080499,5.089201388888889
36ddc5f19d31a8d744d01bbbd1d11321,1,fa126ff62aae83e37857ad495641c878,e9bc59e7b60fc3063eb2290deda4cced,2017-04-17 03:55:16,209.5,15.64,0c899011c2b518fac4cf807a57f4fd7f,delivered,2017-04-10 11:58:16,2017-04-11 03:55:16,2017-04-12 16:17:39,2017-04-20 09:33:14,600.0,23.0,17.0,15.0,computers_accessories,1323,87083,-23.38764489367104,-51.95519370458188,-23.56573478465023,-46.64147810312641,9.899282407407407
381c217ee7fe965c547e4af4c8a70b75,1,82e4ad16521ca131d95e198d507db370,128639473a139ac0f3e5f5ade55873a5,2017-11-10 15:28:26,18.9,12.48,408691bd6f6f11a18163f9ae838ad30b,delivered,2017-11-06 15:11:22,2017-11-06 20:41:29,2017-11-08 19:28:53,2017-11-16 20:38:53,150.0,19.0,12.0,16.0,electronics,8770,87050,-23.43113060537281,-51.9182353193356,-23.516452223980373,-46.20602049086485,10.22744212962963
